user_db_id,indiv_count,field_count,asp_top_count,asp_mid_count,asp_low_count,asp_none_count,gender,institution_bin_3,institution_bin_10,career_stage,field,domain
199699,3,1,False,True,True,True,1.0,2.0,6.0,Associate Professor,Sociology,Non-STEM
199744,2,0,False,False,False,True,0.0,3.0,9.0,Associate Professor,Economics,Non-STEM
199809,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Physics,STEM
199819,3,4,True,True,False,True,0.0,1.0,2.0,Full Professor,Physics,STEM
199848,4,2,True,True,False,True,0.0,2.0,4.0,Full Professor,Physics,STEM
199856,3,0,True,False,True,True,0.0,3.0,9.0,Full Professor,Engineering,STEM
199859,3,1,True,True,True,False,0.0,3.0,7.0,Full Professor,Chemistry,STEM
199879,3,0,True,True,True,False,1.0,1.0,4.0,Full Professor,Psychology,Non-STEM
199953,1,0,False,True,True,True,1.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
199976,2,0,False,True,True,True,0.0,2.0,6.0,Full Professor,History,STEM
200042,3,2,True,True,True,False,0.0,1.0,1.0,Full Professor,Physics,STEM
200097,2,2,True,True,True,False,0.0,1.0,3.0,Full Professor,Sociology,Non-STEM
200132,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Chemistry,STEM
200134,3,3,True,True,True,False,0.0,1.0,1.0,Full Professor,Philosophy,Non-STEM
200204,3,0,False,True,True,True,0.0,3.0,9.0,Assistant Professor,Biology,STEM
200236,1,1,False,True,True,True,0.0,2.0,5.0,Associate Professor,Physics,STEM
200313,0,0,False,False,False,True,1.0,2.0,7.0,Full Professor,Medicine,STEM
200318,1,0,False,True,False,True,0.0,3.0,10.0,Associate Professor,Biology,STEM
200324,0,2,True,False,True,True,0.0,,,Associate Professor,Business,Non-STEM
200348,3,2,True,True,True,False,0.0,2.0,6.0,Full Professor,Physics,STEM
200365,1,0,True,False,True,True,0.0,,,Full Professor,Business,Non-STEM
200418,2,4,True,True,True,False,1.0,1.0,4.0,Full Professor,Biology,STEM
200520,5,1,True,True,True,False,0.0,2.0,5.0,Full Professor,Psychology,Non-STEM
200641,5,2,True,True,True,False,0.0,1.0,2.0,Full Professor,Sociology,Non-STEM
200646,5,2,True,True,True,False,1.0,1.0,3.0,Full Professor,Biology,STEM
200654,2,0,False,True,True,True,1.0,2.0,6.0,Full Professor,Sociology,Non-STEM
200662,3,0,True,True,True,False,1.0,2.0,6.0,Associate Professor,Psychology,Non-STEM
200668,2,0,False,False,False,True,0.0,1.0,3.0,Full Professor,Computer science,STEM
200684,1,0,True,True,True,False,0.0,2.0,7.0,Full Professor,Chemistry,STEM
200706,3,4,True,True,True,False,0.0,1.0,1.0,Full Professor,Economics,Non-STEM
200715,0,0,False,True,False,True,0.0,3.0,9.0,Assistant Professor,Business,Non-STEM
200724,2,1,True,False,True,True,0.0,3.0,10.0,Full Professor,Chemistry,STEM
200752,3,0,False,False,True,True,0.0,2.0,6.0,Full Professor,Business,Non-STEM
200753,1,1,False,True,True,True,1.0,2.0,6.0,Full Professor,Sociology,Non-STEM
200810,1,0,True,True,True,False,0.0,3.0,10.0,Full Professor,Psychology,Non-STEM
200816,0,0,False,True,True,True,0.0,2.0,5.0,Associate Professor,Sociology,Non-STEM
200900,2,0,False,True,False,True,0.0,3.0,10.0,Associate Professor,Engineering,STEM
200928,3,2,True,True,True,False,1.0,3.0,9.0,Full Professor,Chemistry,STEM
200940,2,0,True,False,True,True,0.0,1.0,4.0,Full Professor,Computer science,STEM
200989,3,1,True,True,True,False,0.0,3.0,8.0,Full Professor,History,STEM
201002,1,1,True,False,False,True,1.0,2.0,5.0,Associate Professor,Economics,Non-STEM
201030,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Chemistry,STEM
201036,2,2,False,True,True,True,0.0,1.0,4.0,Full Professor,Chemistry,STEM
201101,0,0,False,False,True,True,,1.0,1.0,Assistant Professor,Psychology,Non-STEM
201200,3,1,True,True,True,False,0.0,2.0,6.0,Full Professor,Engineering,STEM
201217,3,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Biology,STEM
201232,2,0,False,False,True,True,0.0,3.0,9.0,Associate Professor,Mathematics,STEM
201245,4,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Business,Non-STEM
201257,1,0,False,True,True,True,1.0,3.0,9.0,Full Professor,Psychology,Non-STEM
201274,2,0,False,True,True,True,0.0,,,Associate Professor,Business,Non-STEM
201283,2,1,True,True,True,False,0.0,3.0,10.0,Full Professor,Chemistry,STEM
201287,4,2,False,True,False,True,0.0,1.0,3.0,Associate Professor,Biology,STEM
201299,1,0,False,True,False,True,1.0,2.0,6.0,Full Professor,Sociology,Non-STEM
201302,2,0,True,True,True,False,0.0,2.0,7.0,Full Professor,Mathematics,STEM
201307,2,2,True,True,True,False,0.0,1.0,1.0,Full Professor,Economics,Non-STEM
201370,3,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Sociology,Non-STEM
201385,2,1,True,True,True,False,0.0,,,Full Professor,Physics,STEM
201391,3,1,False,True,True,True,0.0,1.0,3.0,Full Professor,Physics,STEM
201416,1,0,False,False,True,True,1.0,3.0,9.0,Associate Professor,Psychology,Non-STEM
201436,4,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Engineering,STEM
201451,2,0,False,True,False,True,0.0,1.0,1.0,Associate Professor,Psychology,Non-STEM
201497,2,1,True,True,True,False,0.0,1.0,4.0,Full Professor,Psychology,Non-STEM
201500,4,4,True,True,True,False,1.0,1.0,3.0,Full Professor,Biology,STEM
201515,1,0,False,True,True,True,1.0,3.0,8.0,Full Professor,Biology,STEM
201541,4,2,False,True,True,True,0.0,2.0,5.0,Full Professor,Engineering,STEM
201567,0,0,False,True,False,True,0.0,2.0,7.0,Associate Professor,Sociology,Non-STEM
201597,2,0,True,False,False,True,1.0,1.0,4.0,Associate Professor,Sociology,Non-STEM
201708,2,0,False,True,False,True,0.0,3.0,9.0,Associate Professor,Mathematics,STEM
201734,3,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Engineering,STEM
201744,4,3,True,False,True,True,0.0,1.0,2.0,Full Professor,Economics,Non-STEM
201832,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Biology,STEM
201875,0,0,False,False,False,True,,3.0,8.0,Associate Professor,Biology,STEM
201890,2,1,False,False,False,True,,3.0,9.0,Associate Professor,Physics,STEM
201901,5,0,True,False,True,True,0.0,2.0,5.0,Full Professor,Mathematics,STEM
201932,0,0,False,True,True,True,0.0,3.0,9.0,Associate Professor,Biology,STEM
201939,5,2,True,True,False,True,0.0,,,Full Professor,Biology,STEM
201940,1,1,False,False,False,True,0.0,2.0,5.0,Full Professor,Biology,STEM
201963,4,4,True,True,True,False,0.0,1.0,1.0,Full Professor,Biology,STEM
202027,2,0,True,True,True,False,0.0,2.0,4.0,Full Professor,Business,Non-STEM
202054,1,0,True,True,False,True,0.0,3.0,9.0,Full Professor,Computer science,STEM
202105,3,2,True,False,False,True,0.0,1.0,2.0,Full Professor,Economics,Non-STEM
202110,1,0,False,False,True,True,0.0,2.0,6.0,Full Professor,Psychology,Non-STEM
202148,2,1,False,False,True,True,0.0,1.0,2.0,Associate Professor,Biology,STEM
202170,0,0,False,True,True,True,0.0,3.0,8.0,Full Professor,Economics,Non-STEM
202174,0,0,False,False,True,True,0.0,2.0,7.0,Associate Professor,Chemistry,STEM
202217,3,2,True,True,True,False,1.0,2.0,4.0,Full Professor,Biology,STEM
202282,2,1,True,True,True,False,1.0,1.0,4.0,Full Professor,Sociology,Non-STEM
202289,4,0,True,True,False,True,0.0,1.0,1.0,Associate Professor,Philosophy,Non-STEM
202329,2,1,False,True,False,True,1.0,2.0,6.0,Full Professor,Psychology,Non-STEM
202390,4,3,True,True,True,False,0.0,2.0,4.0,Associate Professor,Chemistry,STEM
202433,3,0,True,True,True,False,0.0,1.0,2.0,Full Professor,Psychology,Non-STEM
202449,2,0,True,True,True,False,0.0,,,Full Professor,Psychology,Non-STEM
202450,0,0,True,True,True,False,1.0,2.0,6.0,Full Professor,Psychology,Non-STEM
202480,5,4,True,True,True,False,0.0,1.0,1.0,Full Professor,Chemistry,STEM
202483,1,0,False,False,False,True,0.0,,,Full Professor,Computer science,STEM
202495,2,0,True,True,False,True,0.0,3.0,7.0,Full Professor,Mathematics,STEM
202528,2,1,False,True,False,True,1.0,1.0,2.0,Full Professor,Physics,STEM
202530,2,2,True,True,True,False,0.0,2.0,5.0,Full Professor,Chemistry,STEM
202538,4,0,True,True,False,True,,3.0,9.0,Full Professor,Sociology,Non-STEM
202578,1,0,False,True,True,True,1.0,1.0,2.0,Full Professor,Sociology,Non-STEM
202600,0,0,False,False,True,True,0.0,3.0,10.0,Full Professor,Biology,STEM
202635,1,0,True,False,True,True,0.0,2.0,5.0,Full Professor,Computer science,STEM
202667,0,0,False,True,False,True,0.0,,,Assistant Professor,Business,Non-STEM
202703,1,0,True,False,False,True,,3.0,9.0,Associate Professor,Engineering,STEM
202708,3,0,True,True,True,False,1.0,1.0,1.0,Full Professor,Engineering,STEM
202719,1,0,False,False,True,True,1.0,2.0,6.0,Associate Professor,Sociology,Non-STEM
202911,0,0,False,False,True,True,1.0,1.0,3.0,Assistant Professor,Psychology,Non-STEM
202913,1,0,False,False,True,True,0.0,3.0,10.0,Full Professor,Biology,STEM
202977,1,0,False,True,True,True,0.0,1.0,1.0,Associate Professor,Economics,Non-STEM
203004,0,0,False,False,False,True,0.0,1.0,2.0,Full Professor,Engineering,STEM
203073,4,1,True,True,True,False,0.0,2.0,5.0,Full Professor,Physics,STEM
203159,4,2,True,True,True,False,0.0,,,Full Professor,Economics,Non-STEM
203181,0,0,True,True,True,False,0.0,2.0,4.0,Full Professor,Psychology,Non-STEM
203195,0,0,False,False,False,True,0.0,2.0,4.0,Full Professor,Psychology,Non-STEM
203214,2,0,True,True,True,False,1.0,3.0,9.0,Full Professor,Business,Non-STEM
203253,2,3,True,False,False,True,0.0,2.0,4.0,Full Professor,Philosophy,Non-STEM
203291,4,4,True,True,True,False,0.0,1.0,3.0,Full Professor,Biology,STEM
203292,2,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Biology,STEM
203293,3,2,True,True,False,True,,,,Associate Professor,Biology,STEM
203322,2,0,True,True,False,True,0.0,3.0,8.0,Full Professor,Mathematics,STEM
203325,1,0,False,True,True,True,0.0,3.0,10.0,Full Professor,Biology,STEM
203330,1,0,False,True,False,True,0.0,2.0,7.0,Full Professor,Mathematics,STEM
203336,3,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Sociology,Non-STEM
203343,5,0,False,True,True,True,1.0,3.0,8.0,Full Professor,Engineering,STEM
203378,1,0,True,True,False,True,0.0,2.0,7.0,Full Professor,Engineering,STEM
203387,0,0,False,True,False,True,0.0,2.0,7.0,Full Professor,Psychology,Non-STEM
203424,3,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Physics,STEM
203476,2,0,False,True,False,True,1.0,1.0,3.0,Associate Professor,Psychology,Non-STEM
203557,5,1,True,True,True,False,0.0,1.0,2.0,Full Professor,Physics,STEM
203578,0,0,False,True,True,True,0.0,1.0,3.0,Associate Professor,Psychology,Non-STEM
203586,3,0,False,True,True,True,0.0,,,Full Professor,Computer science,STEM
203617,2,0,False,False,True,True,,2.0,7.0,Full Professor,Sociology,Non-STEM
203636,2,0,False,True,False,True,0.0,3.0,7.0,Assistant Professor,Mathematics,STEM
203638,1,0,True,True,True,False,0.0,1.0,2.0,Full Professor,Mathematics,STEM
203653,1,0,False,True,False,True,1.0,2.0,7.0,Full Professor,Business,Non-STEM
203672,0,0,False,False,True,True,0.0,2.0,5.0,Associate Professor,Economics,Non-STEM
203683,4,1,True,True,True,False,0.0,2.0,6.0,Full Professor,Engineering,STEM
203723,4,2,False,True,True,True,1.0,3.0,8.0,Full Professor,Physics,STEM
203753,1,0,False,False,False,True,,,,Associate Professor,Computer science,STEM
203797,2,0,True,False,False,True,0.0,1.0,3.0,Full Professor,Computer science,STEM
203816,1,0,False,False,False,True,0.0,,,Full Professor,Computer science,STEM
203829,1,0,False,True,True,True,0.0,,,Full Professor,Business,Non-STEM
203866,2,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Engineering,STEM
203884,0,0,False,False,True,True,0.0,1.0,3.0,Associate Professor,Economics,Non-STEM
203914,3,1,True,True,False,True,1.0,1.0,4.0,Full Professor,Engineering,STEM
203932,4,2,True,True,True,False,0.0,2.0,6.0,Full Professor,Biology,STEM
204029,2,0,False,True,False,True,0.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
204041,0,0,True,False,True,True,0.0,2.0,5.0,Associate Professor,Chemistry,STEM
204086,2,2,True,False,True,True,1.0,,,Full Professor,History,STEM
204104,1,0,False,True,True,True,0.0,1.0,2.0,Associate Professor,Engineering,STEM
204108,3,0,False,True,True,True,1.0,2.0,6.0,Full Professor,Sociology,Non-STEM
204118,3,1,False,True,False,True,1.0,1.0,3.0,Associate Professor,Sociology,Non-STEM
204150,3,0,True,True,True,False,1.0,2.0,5.0,Full Professor,Computer science,STEM
204154,2,0,False,True,True,True,0.0,2.0,5.0,Associate Professor,Engineering,STEM
204156,2,0,True,True,False,True,0.0,3.0,9.0,Associate Professor,Business,Non-STEM
204198,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Chemistry,STEM
204209,3,0,True,True,False,True,0.0,,,Associate Professor,Business,Non-STEM
204239,0,0,False,True,True,True,0.0,2.0,5.0,Full Professor,Mathematics,STEM
204247,2,0,False,True,True,True,0.0,2.0,7.0,Associate Professor,Computer science,STEM
204258,2,0,True,True,True,False,0.0,2.0,6.0,Full Professor,Engineering,STEM
204279,0,0,False,False,False,True,0.0,3.0,9.0,Assistant Professor,Economics,Non-STEM
204410,2,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Physics,STEM
204462,3,0,False,True,True,True,0.0,1.0,3.0,Full Professor,Psychology,Non-STEM
204505,1,1,True,False,True,True,1.0,1.0,2.0,Associate Professor,Biology,STEM
204526,0,0,False,False,False,True,1.0,,,Full Professor,History,STEM
204528,0,0,False,False,True,True,0.0,3.0,8.0,Associate Professor,Sociology,Non-STEM
204558,4,0,True,True,True,False,1.0,2.0,6.0,Full Professor,History,STEM
204564,1,1,False,True,False,True,0.0,2.0,4.0,Associate Professor,Chemistry,STEM
204567,0,0,False,False,False,True,1.0,3.0,9.0,Associate Professor,Economics,Non-STEM
204588,4,0,True,True,True,False,0.0,2.0,7.0,Associate Professor,Biology,STEM
204595,1,0,True,True,True,False,0.0,3.0,8.0,Associate Professor,Engineering,STEM
204658,3,0,False,False,False,True,0.0,2.0,6.0,Full Professor,Computer science,STEM
204664,3,0,True,True,False,True,0.0,2.0,4.0,Associate Professor,History,STEM
204689,4,0,True,True,True,False,1.0,1.0,1.0,Full Professor,History,STEM
204705,3,1,True,True,True,False,0.0,1.0,4.0,Full Professor,Psychology,Non-STEM
204788,2,1,True,True,True,False,0.0,3.0,9.0,Full Professor,Physics,STEM
204808,3,0,False,True,False,True,0.0,2.0,5.0,Associate Professor,Engineering,STEM
204812,3,3,True,True,False,True,1.0,2.0,5.0,Full Professor,Chemistry,STEM
204814,3,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Engineering,STEM
204833,3,0,False,False,False,True,0.0,,,Full Professor,Computer science,STEM
204834,4,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Computer science,STEM
204837,0,0,False,True,True,True,1.0,2.0,6.0,Associate Professor,Economics,Non-STEM
204868,4,2,True,True,True,False,,1.0,2.0,Full Professor,Biology,STEM
204891,4,3,True,True,True,False,0.0,1.0,2.0,Full Professor,Biology,STEM
204895,2,1,True,True,False,True,0.0,3.0,7.0,Associate Professor,Chemistry,STEM
204948,0,0,False,True,True,True,,2.0,6.0,Associate Professor,Mathematics,STEM
204960,4,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Computer science,STEM
204987,2,1,True,False,False,True,0.0,3.0,8.0,Associate Professor,Engineering,STEM
204989,2,0,False,True,False,True,1.0,3.0,10.0,Full Professor,Biology,STEM
204991,4,0,False,True,False,True,,,,Full Professor,Computer science,STEM
205033,5,0,True,True,True,False,1.0,,,Full Professor,History,STEM
205095,4,2,True,True,True,False,0.0,2.0,7.0,Full Professor,Engineering,STEM
205115,3,1,True,True,True,False,0.0,,,Full Professor,Computer science,STEM
205142,2,1,True,True,True,False,1.0,3.0,8.0,Associate Professor,Psychology,Non-STEM
205171,2,2,True,True,False,True,0.0,1.0,1.0,Associate Professor,Psychology,Non-STEM
205179,1,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
205231,3,0,False,True,False,True,1.0,3.0,9.0,Full Professor,Psychology,Non-STEM
205242,3,0,False,False,False,True,0.0,,,Associate Professor,Computer science,STEM
205290,0,0,False,False,False,True,,,,Full Professor,Economics,Non-STEM
205364,3,0,False,True,True,True,0.0,1.0,2.0,Associate Professor,Mathematics,STEM
205405,4,1,True,True,True,False,0.0,1.0,4.0,Associate Professor,Biology,STEM
205449,0,0,False,False,True,True,1.0,1.0,1.0,Associate Professor,Medicine,STEM
205466,2,0,True,True,True,False,0.0,2.0,6.0,Full Professor,Psychology,Non-STEM
205490,2,1,False,True,True,True,0.0,2.0,5.0,Full Professor,Engineering,STEM
205498,3,3,True,False,True,True,0.0,2.0,5.0,Full Professor,Economics,Non-STEM
205548,3,4,True,True,True,False,0.0,1.0,2.0,Full Professor,Biology,STEM
205572,4,0,True,True,False,True,0.0,1.0,2.0,Full Professor,Philosophy,Non-STEM
205658,3,1,True,False,True,True,0.0,,,Full Professor,History,STEM
205689,2,2,True,True,False,True,,1.0,1.0,Full Professor,History,STEM
205711,3,0,True,True,False,True,1.0,2.0,6.0,Full Professor,Engineering,STEM
205713,1,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Engineering,STEM
205727,2,1,False,False,False,True,1.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
205778,2,0,False,True,True,True,0.0,,,Associate Professor,Business,Non-STEM
205823,2,0,True,True,False,True,,,,Full Professor,Business,Non-STEM
205845,1,0,False,True,True,True,0.0,1.0,4.0,Full Professor,Biology,STEM
205875,3,1,False,True,True,True,1.0,3.0,10.0,Full Professor,Biology,STEM
205940,2,0,True,True,True,False,1.0,2.0,6.0,Associate Professor,Biology,STEM
205941,2,2,True,True,True,False,0.0,2.0,6.0,Full Professor,Biology,STEM
205957,3,2,True,True,False,True,1.0,,,Full Professor,Business,Non-STEM
205979,2,0,False,True,True,True,0.0,3.0,8.0,Associate Professor,Chemistry,STEM
205981,0,1,False,True,False,True,1.0,2.0,4.0,Full Professor,Sociology,Non-STEM
205984,2,0,False,True,True,True,1.0,2.0,6.0,Full Professor,Mathematics,STEM
206035,5,1,True,True,True,False,0.0,1.0,2.0,Full Professor,Psychology,Non-STEM
206094,3,0,True,True,False,True,1.0,3.0,9.0,Associate Professor,Sociology,Non-STEM
206133,5,1,True,True,True,False,1.0,,,Full Professor,History,STEM
206147,0,1,True,False,True,True,0.0,,,Associate Professor,Business,Non-STEM
206167,0,0,False,True,True,True,0.0,1.0,3.0,Associate Professor,Mathematics,STEM
206178,3,0,True,False,False,True,0.0,1.0,1.0,Associate Professor,Sociology,Non-STEM
206194,2,2,True,False,True,True,0.0,2.0,5.0,Full Professor,Economics,Non-STEM
206197,0,0,False,False,False,True,0.0,1.0,3.0,Full Professor,Chemistry,STEM
206212,2,0,True,True,False,True,1.0,2.0,5.0,Full Professor,Chemistry,STEM
206215,3,5,True,True,True,False,0.0,1.0,1.0,Full Professor,Medicine,STEM
206250,2,1,True,True,True,False,0.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
206272,4,1,True,True,True,False,0.0,,,Full Professor,History,STEM
206287,4,4,True,True,False,True,0.0,,,Full Professor,Economics,Non-STEM
206349,2,0,False,True,True,True,0.0,2.0,4.0,Full Professor,Biology,STEM
206369,1,0,True,True,False,True,1.0,3.0,10.0,Full Professor,Biology,STEM
206407,0,0,False,False,False,True,0.0,,,Associate Professor,Business,Non-STEM
206469,2,1,True,True,False,True,0.0,3.0,9.0,Full Professor,Physics,STEM
206470,4,1,True,True,True,False,0.0,,,Full Professor,Computer science,STEM
206509,2,0,True,False,True,True,1.0,1.0,2.0,Full Professor,Computer science,STEM
206559,0,0,False,False,False,True,0.0,2.0,6.0,Associate Professor,Physics,STEM
206642,1,1,False,True,False,True,0.0,3.0,8.0,Associate Professor,Psychology,Non-STEM
206737,4,2,True,True,True,False,0.0,1.0,3.0,Associate Professor,Biology,STEM
206739,0,0,True,False,False,True,0.0,1.0,1.0,Full Professor,Sociology,Non-STEM
206742,3,3,True,True,True,False,0.0,2.0,5.0,Full Professor,Economics,Non-STEM
206755,1,0,True,False,True,True,0.0,3.0,9.0,Full Professor,Engineering,STEM
206777,1,0,False,False,False,True,0.0,3.0,10.0,Associate Professor,Computer science,STEM
206816,1,0,False,True,True,True,0.0,3.0,8.0,Full Professor,Mathematics,STEM
206828,0,0,False,False,False,True,0.0,2.0,6.0,Assistant Professor,Economics,Non-STEM
206877,3,2,True,True,True,False,0.0,2.0,5.0,Full Professor,History,STEM
206913,4,0,True,False,True,True,1.0,1.0,3.0,Full Professor,Psychology,Non-STEM
206949,1,1,True,True,True,False,1.0,1.0,2.0,Associate Professor,Sociology,Non-STEM
206983,3,0,False,True,True,True,1.0,1.0,3.0,Full Professor,Sociology,Non-STEM
207057,1,0,True,False,False,True,0.0,1.0,3.0,Full Professor,Computer science,STEM
207082,4,1,True,True,True,False,1.0,,,Full Professor,History,STEM
207122,2,2,False,True,True,True,0.0,2.0,5.0,Full Professor,Psychology,Non-STEM
207124,0,0,False,False,False,True,0.0,1.0,2.0,Associate Professor,Mathematics,STEM
207169,2,0,True,True,False,True,0.0,3.0,7.0,Full Professor,Mathematics,STEM
207213,2,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Mathematics,STEM
207239,1,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Psychology,Non-STEM
207267,2,0,True,True,False,True,0.0,,,Full Professor,Mathematics,STEM
207296,1,0,True,True,True,False,1.0,2.0,4.0,Associate Professor,Psychology,Non-STEM
207309,4,0,True,True,True,False,1.0,2.0,5.0,Full Professor,Psychology,Non-STEM
207336,5,1,True,True,True,False,0.0,2.0,7.0,Full Professor,Business,Non-STEM
207338,3,2,False,True,True,True,1.0,2.0,4.0,Full Professor,Biology,STEM
207349,3,2,True,True,True,False,0.0,1.0,2.0,Full Professor,Physics,STEM
207359,5,1,True,True,True,False,0.0,1.0,4.0,Associate Professor,History,STEM
207376,3,0,True,False,True,True,0.0,3.0,10.0,Full Professor,Psychology,Non-STEM
207410,3,0,True,True,False,True,1.0,1.0,2.0,Assistant Professor,Business,Non-STEM
207414,0,1,False,False,False,True,0.0,2.0,4.0,Assistant Professor,Economics,Non-STEM
207429,0,0,False,False,False,True,0.0,,,Associate Professor,Engineering,STEM
207502,3,1,True,True,True,False,1.0,2.0,5.0,Full Professor,Physics,STEM
207514,3,2,True,True,True,False,0.0,3.0,7.0,Full Professor,Biology,STEM
207527,4,4,True,True,True,False,0.0,,,Full Professor,Medicine,STEM
207529,1,0,False,False,False,True,0.0,2.0,5.0,Assistant Professor,Economics,Non-STEM
207600,4,3,True,True,True,False,0.0,1.0,3.0,Full Professor,Biology,STEM
207684,1,1,True,True,True,False,0.0,,,Associate Professor,Economics,Non-STEM
207692,1,0,True,True,True,False,0.0,1.0,2.0,Associate Professor,Engineering,STEM
207722,0,0,True,True,True,False,0.0,2.0,7.0,Associate Professor,Engineering,STEM
207723,2,1,False,True,False,True,0.0,2.0,5.0,Full Professor,Business,Non-STEM
207745,1,1,True,True,True,False,0.0,3.0,7.0,Full Professor,Economics,Non-STEM
207804,0,0,False,False,True,True,0.0,3.0,9.0,Associate Professor,Psychology,Non-STEM
207820,4,2,True,True,True,False,0.0,3.0,8.0,Full Professor,Chemistry,STEM
207908,2,0,True,True,False,True,1.0,2.0,5.0,Associate Professor,Biology,STEM
207914,2,0,False,False,True,True,0.0,,,Full Professor,Business,Non-STEM
207926,4,2,True,False,True,True,0.0,2.0,5.0,Full Professor,Physics,STEM
207927,3,2,True,True,True,False,1.0,1.0,2.0,Full Professor,Chemistry,STEM
207963,3,4,False,True,True,True,0.0,2.0,4.0,Full Professor,Medicine,STEM
208051,2,0,False,False,False,True,0.0,2.0,4.0,Full Professor,Sociology,Non-STEM
208137,3,0,False,True,True,True,0.0,2.0,5.0,Full Professor,Engineering,STEM
208138,5,3,True,True,True,False,0.0,2.0,4.0,Full Professor,Biology,STEM
208149,1,2,True,False,True,True,0.0,2.0,5.0,Full Professor,Sociology,Non-STEM
208188,2,0,True,True,True,False,1.0,2.0,6.0,Associate Professor,Biology,STEM
208269,4,1,False,True,True,True,0.0,2.0,6.0,Full Professor,Biology,STEM
208375,2,0,False,True,True,True,0.0,1.0,2.0,Associate Professor,Mathematics,STEM
208385,0,0,False,True,True,True,0.0,1.0,1.0,Full Professor,Mathematics,STEM
208494,1,0,True,False,True,True,1.0,,,Full Professor,Computer science,STEM
208511,3,0,False,True,False,True,1.0,2.0,4.0,Associate Professor,Chemistry,STEM
208560,0,0,True,True,False,True,0.0,2.0,5.0,Associate Professor,Business,Non-STEM
208562,3,0,True,True,False,True,0.0,3.0,7.0,Full Professor,Engineering,STEM
208611,3,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Philosophy,Non-STEM
208622,0,0,False,False,True,True,0.0,3.0,10.0,Full Professor,Biology,STEM
208685,3,1,True,True,True,False,0.0,1.0,3.0,Associate Professor,Biology,STEM
208724,3,0,False,True,True,True,1.0,3.0,10.0,Associate Professor,Psychology,Non-STEM
208737,0,0,True,False,False,True,1.0,3.0,9.0,Full Professor,Sociology,Non-STEM
208752,1,0,True,False,False,True,1.0,,,Full Professor,Business,Non-STEM
208778,5,0,True,True,True,False,1.0,,,Full Professor,Business,Non-STEM
208782,2,0,True,False,True,True,1.0,1.0,3.0,Full Professor,Biology,STEM
208791,2,0,False,True,False,True,,,,Associate Professor,History,STEM
208798,4,0,False,True,False,True,0.0,3.0,9.0,Full Professor,Computer science,STEM
208881,1,0,False,False,False,True,0.0,,,Assistant Professor,Business,Non-STEM
208899,1,0,True,False,True,True,0.0,2.0,6.0,Full Professor,Business,Non-STEM
208912,3,1,False,True,True,True,0.0,3.0,8.0,Full Professor,Biology,STEM
208962,1,0,False,False,True,True,0.0,1.0,2.0,Full Professor,Mathematics,STEM
208969,1,0,False,False,False,True,1.0,,,Full Professor,Biology,STEM
209024,3,1,False,True,False,True,1.0,2.0,5.0,Associate Professor,History,STEM
209060,4,1,True,True,True,False,0.0,,,Associate Professor,History,STEM
209081,1,0,True,True,True,False,1.0,2.0,4.0,Full Professor,Sociology,Non-STEM
209115,1,0,True,True,False,True,0.0,,,Associate Professor,Business,Non-STEM
209169,2,0,False,True,True,True,0.0,3.0,8.0,Full Professor,Physics,STEM
209217,2,1,False,True,True,True,1.0,3.0,8.0,Full Professor,Biology,STEM
209244,3,0,True,True,False,True,0.0,1.0,1.0,Full Professor,Psychology,Non-STEM
209299,0,0,False,True,True,True,0.0,,,Associate Professor,Economics,Non-STEM
209307,4,1,False,True,True,True,0.0,1.0,2.0,Full Professor,Mathematics,STEM
209326,4,0,False,True,True,True,0.0,,,Associate Professor,History,STEM
209328,1,0,True,True,True,False,1.0,3.0,8.0,Full Professor,Sociology,Non-STEM
209431,3,0,False,True,True,True,,1.0,3.0,Full Professor,Economics,Non-STEM
209444,3,2,False,True,False,True,1.0,1.0,2.0,Full Professor,Biology,STEM
209447,3,3,True,False,True,True,0.0,2.0,4.0,Full Professor,Biology,STEM
209450,1,1,True,True,True,False,0.0,2.0,4.0,Full Professor,Chemistry,STEM
