field,venue_db_id,jif,unscaled_rank,scaled_rank,normed_rank,prob_upset_top,n_selected,frac_selected,ordinal_porc,ordinal_jif,subset_ordinal_porc,subset_ordinal_jif
Business,1649704,2.1,-0.09239807817670816,-0.25022593298184365,0.29504873577579194,0.0005283919004408,1,0.0028011204481792,377.0,367.0,377.0,
Business,1664029,4.0,-0.06261069124229005,-0.1695578408111251,0.31470998792476695,0.0006508064403186,1,0.0028011204481792,335.0,231.5,335.0,
Business,1647639,2.7,0.26926694593012046,0.7292096772584246,0.5337667961442645,0.0061941646363864,1,0.0028011204481792,45.0,312.5,45.0,
Business,1680406,,-0.12777916789167668,-0.34604249495525113,0.271695343693329,0.0004140281152007,1,0.0028011204481792,409.0,,409.0,
Business,1657877,1.4,-0.14095689386279886,-0.38172947936846524,0.2629973469996693,0.0003825438802081,1,0.0028011204481792,427.0,415.0,427.0,
Business,1653770,1.2,-0.005075765943496701,-0.013745829933604568,0.35268608418868425,0.000989914271211,1,0.0028011204481792,229.0,428.0,229.0,
Business,1655810,4.8,-0.033989670531074476,-0.09204841906038219,0.3336013766257355,0.0007891698433823,1,0.0028011204481792,282.0,193.0,282.0,
Business,1655804,2.2,-0.14879837308055613,-0.40296521816238823,0.2578215556333198,0.0003277927637618,1,0.0028011204481792,438.0,353.5,438.0,
Business,1657846,,0.05697639426509959,0.15429943667940735,0.3936437946094032,0.0014860491174013,1,0.0028011204481792,140.0,,140.0,
Business,1651693,9.4,-0.020843404135416133,-0.05644663124191327,0.3422786083343008,0.0008796771106816,1,0.0028011204481792,252.0,56.5,252.0,
Business,1647582,4.7,-0.04115051072459179,-0.1114408994421705,0.328874843044484,0.0007480325312986,1,0.0028011204481792,291.0,198.0,291.0,
Business,1666015,,-0.04319823541422704,-0.11698640245549079,0.3275232363546041,0.0007378262449267,1,0.0028011204481792,297.0,,297.0,
Business,1653726,7.6,-0.1900191955261545,-0.5145965308288986,0.23061363082691153,0.0002669629089542,1,0.0028011204481792,470.0,88.0,470.0,
Business,1649623,1.8,0.012580081510598464,0.03406848600202444,0.3643398781069988,0.0010856305968845,1,0.0028011204481792,194.0,390.5,194.0,
Business,1686600,0.9,-0.08329848712560287,-0.2255830648026867,0.3010549475493267,0.0006176105203674,1,0.0028011204481792,365.0,441.0,365.0,
Business,1653837,1.0,-0.007093706304196062,-0.019210673136209208,0.3513541367325125,0.0009432138618548,1,0.0028011204481792,232.0,435.5,232.0,
Business,1653860,1.7,-0.29401454820142303,-0.796229381451377,0.16197119314777791,0.0001204492562459,1,0.0028011204481792,521.0,398.0,521.0,
Business,1690846,,-0.15779868599301358,-0.4273392283159448,0.25188087268650405,0.0003415603582212,1,0.0028011204481792,445.0,,445.0,
Business,1651997,2.2,-0.029243976596068404,-0.07919646676910048,0.3367337858324727,0.0008117330072116,1,0.0028011204481792,274.0,353.5,274.0,
Business,1676563,,0.06629572221362975,0.17953738076548434,0.3997950443668409,0.0014204720517707,1,0.0028011204481792,128.0,,128.0,
Business,1647877,2.6,-0.24497601412655376,-0.6634266956911952,0.19433922145401578,0.0001899557914912,1,0.0028011204481792,506.0,319.0,506.0,
Business,1651967,6.2,-0.0443778294376952,-0.12018089546753843,0.326744641858219,0.000733798317043,1,0.0028011204481792,300.0,129.5,300.0,
Business,1680632,,0.036901162256327336,0.09993311479969211,0.38039307881675405,0.0012708160561888,1,0.0028011204481792,167.0,,167.0,
Business,1654004,,-0.04141280946762491,-0.1121512383257337,0.3287017119895013,0.0007576046671687,1,0.0028011204481792,293.0,,293.0,
Business,1653996,5.8,0.021875245509821548,0.059240990991540066,0.37047517837879385,0.0011372403405807,1,0.0028011204481792,187.0,145.0,187.0,
Business,1647838,9.0,-0.09223712856112491,-0.24979006062911607,0.29515497104182015,0.0005269941868703,1,0.0028011204481792,376.0,65.0,376.0,
Business,1670358,,-0.007750029826858575,-0.020988082028654726,0.3509209284655778,0.0009468447004497,1,0.0028011204481792,233.0,,233.0,
Business,1651823,3.1,-0.054014480356491444,-0.1462781911533267,0.32038394214316007,0.0007019779553444,1,0.0028011204481792,321.0,280.0,321.0,
Business,1688774,,-0.0085100870140895,-0.02304641508652082,0.3504192504889668,0.000963251492637,1,0.0028011204481792,234.0,,234.0,
Business,1662125,2.9,-0.009911453555674656,-0.02684149672931282,0.34949427439126796,0.0009309012494063,1,0.0028011204481792,240.0,295.0,240.0,
Business,1649832,6.1,-0.13304860253359083,-0.3603128047450082,0.2682172378962237,0.0003989935413103,1,0.0028011204481792,418.0,132.5,418.0,
Business,1655975,,0.13558164807525333,0.36717261932617096,0.44552742303234055,0.0025175712783101,1,0.0028011204481792,84.0,,84.0,
Business,1707170,,-0.07748086704659125,-0.20982819802698846,0.3048948847526879,0.0006015725589503,1,0.0028011204481792,351.0,,351.0,
Business,1653909,3.6,-0.2529563510485328,-0.685038479087736,0.1890717766525549,0.000174701289194,1,0.0028011204481792,509.0,249.5,509.0,
Business,1653904,6.8,0.05138992315397114,0.1391705511718015,0.38995642796053653,0.0014264487649946,1,0.0028011204481792,148.0,111.5,148.0,
Business,1653873,16.7,0.05560898798741204,0.15059632381871313,0.39274123408353706,0.0014579683336439,1,0.0028011204481792,142.0,19.5,142.0,
Business,1647569,5.1,-0.004908692855495016,-0.013293374426451844,0.3527963612706499,0.0009544785230656,1,0.0028011204481792,228.0,173.0,228.0,
Business,1649615,3.3,0.0031951344070338525,0.008652836766511622,0.3581453162337392,0.0010001026924614,1,0.0028011204481792,209.0,267.0,209.0,
Business,1647325,3.7,-0.02142069691250329,-0.058010014665040875,0.3418975645428771,0.0008774865847682,1,0.0028011204481792,253.0,244.5,253.0,
Business,1657776,2.3,-0.13365425097996916,-0.3619529789839593,0.2678174778620825,0.0003990223171754,1,0.0028011204481792,419.0,342.0,419.0,
Business,1653556,,-0.1162328651417423,-0.3147736153951407,0.2793165147028799,0.000455604785164,1,0.0028011204481792,398.0,,398.0,
Business,1647410,5.9,-0.11906316826292665,-0.3224384419055508,0.2774483648229944,0.0004244393899757,1,0.0028011204481792,400.0,139.5,400.0,
Business,1657647,4.4,0.03787289566587671,0.10256469441489902,0.38103447430501214,0.0013105410066033,1,0.0028011204481792,164.0,211.0,164.0,
Business,1647405,2.6,0.08627771924005405,0.23365121026759897,0.41298422013581876,0.0018181154814343,1,0.0028011204481792,114.0,319.0,114.0,
Business,1661735,3.8,-0.05442820257934354,-0.147398604383248,0.3201108635760122,0.0006794083014882,1,0.0028011204481792,323.0,238.5,323.0,
Business,1659677,5.5,0.09995685235319088,0.2706960700001939,0.4220131720848069,0.0019707018971177,1,0.0028011204481792,103.0,155.0,103.0,
Business,1661714,4.5,-0.04265532226882725,-0.11551612351661544,0.32788158776925486,0.0007426822909161,1,0.0028011204481792,296.0,205.0,296.0,
Business,1649422,5.4,0.027704957490106527,0.07502860419808793,0.3743230968770709,0.0009575544923972,1,0.0028011204481792,179.0,159.5,179.0,
Business,1647375,3.2,-0.050422972037904884,-0.13655192262519059,0.32275452774713864,0.000710215205915,1,0.0028011204481792,314.0,274.0,314.0,
Business,1665806,3.6,-0.12705088069072115,-0.34407019912471115,0.27217605179727855,0.0004148127233418,1,0.0028011204481792,408.0,249.5,408.0,
Business,1647371,1.6,-0.1499150409719696,-0.40598929907915166,0.25708449571503694,0.0003575369179659,1,0.0028011204481792,440.0,405.0,440.0,
Business,1710857,,0.11957460085236962,0.32382346743179546,0.434961924544589,0.0022522889994386,1,0.0028011204481792,93.0,,93.0,
Business,1651463,2.8,-0.23059579293558824,-0.6244831988674517,0.20383092864592525,0.0002102741942675,1,0.0028011204481792,500.0,304.5,500.0,
Business,1659644,,-0.06582865537089708,-0.17827250341312043,0.3125859612594472,0.0005192674196055,1,0.0028011204481792,338.0,,338.0,
Business,1659637,2.1,-7.285164296336512e-05,-0.0001972916611415354,0.35598827245243037,0.0009906272683355,1,0.0028011204481792,216.0,367.0,216.0,
Business,1647347,4.7,-0.08576550708583736,-0.232264073579232,0.2994265837857809,0.000546928808193,1,0.0028011204481792,368.0,198.0,368.0,
Business,1651442,3.0,-0.08708125466570282,-0.23582728801222907,0.2985581207349905,0.0005583519849477,1,0.0028011204481792,371.0,287.0,371.0,
Business,1649379,3.3,0.0739849903550756,0.20036091229999486,0.4048703683656494,0.0016415492166467,1,0.0028011204481792,126.0,267.0,126.0,
Business,1669858,,-0.013985306119990723,-0.03787401579087737,0.3468053160525888,0.0008979184276381,1,0.0028011204481792,248.0,,248.0,
Business,1710896,,-0.029728616790744268,-0.08050893502889855,0.3364138976499333,0.0008199081356892,1,0.0028011204481792,275.0,,275.0,
Business,1649460,5.7,-0.008870792774298204,-0.024023252886193808,0.35018116559354895,0.0009543934618259,1,0.0028011204481792,236.0,149.0,236.0,
Business,1647415,5.1,0.0031417224869273977,0.008508190386362576,0.35811006153915037,0.0010257721934305,1,0.0028011204481792,210.0,173.0,210.0,
Business,1651581,1.9,0.13954749679631434,0.37791265002674995,0.4481450931173716,0.002565118135226,1,0.0028011204481792,81.0,382.5,81.0,
Business,1711024,5.4,0.04169857562748538,0.11292513000591531,0.3835596255890799,0.0013987549562138,1,0.0028011204481792,160.0,159.5,160.0,
Business,1647531,9.0,-0.023179103138902406,-0.06277200590170187,0.3407369233535819,0.0008139322071683,1,0.0028011204481792,259.0,65.0,259.0,
Business,1686441,,-0.15886101962824836,-0.43021616504731536,0.2511796762534408,0.0003365492329227,1,0.0028011204481792,447.0,,447.0,
Business,1680292,2.8,-0.0974278457964907,-0.2638471935121218,0.2917288228998817,0.0005087263761546,1,0.0028011204481792,384.0,304.5,384.0,
Business,1694620,1.6,-0.08297774346042318,-0.22471444951921607,0.3012666553466628,0.0005646911568502,1,0.0028011204481792,363.0,405.0,363.0,
Business,1713039,2.8,0.031501682681573634,0.08531062653077767,0.3768291364801469,0.001236832206265,1,0.0028011204481792,176.0,304.5,176.0,
Business,1667977,2.0,0.08686119191582084,0.235231329654757,0.4133693429874991,0.0017917897705136,1,0.0028011204481792,113.0,375.5,113.0,
Business,1649541,,-0.22248257250661316,-0.602511549766211,0.20918608359608906,0.0002188894291836,1,0.0028011204481792,496.0,,496.0,
Business,1661821,4.6,-0.021769705308531458,-0.058955174491283444,0.3416672005270094,0.0009251253226073,1,0.0028011204481792,256.0,201.5,256.0,
Business,1647437,5.0,-0.11075167434799664,-0.29992984258859506,0.2829343907693419,0.0004669575614181,1,0.0028011204481792,391.0,178.5,391.0,
Business,1651583,4.3,-0.16627735903421836,-0.45030057030539633,0.24628449966731758,0.0003204380665331,1,0.0028011204481792,451.0,218.5,451.0,
Business,1657726,11.5,0.026346779438733495,0.0713504825664851,0.3734266274690613,0.0011836190219293,1,0.0028011204481792,181.0,31.5,181.0,
Business,1651569,2.5,-0.1348047560021966,-0.365068695222522,0.26705808364632005,0.0003949689197025,1,0.0028011204481792,420.0,328.0,420.0,
Business,1647467,2.6,0.09278210132927021,0.2512659172924772,0.4172774566191301,0.0018754073908158,1,0.0028011204481792,106.0,319.0,106.0,
Business,1669987,3.7,-0.05338433927176157,-0.1445716876854172,0.32079986861511206,0.0007251755451519,1,0.0028011204481792,319.0,244.5,319.0,
Business,1672030,2.5,-0.04212976010891924,-0.11409283328809545,0.3282284866150201,0.0007386816886376,1,0.0028011204481792,295.0,328.0,295.0,
Business,1663834,4.9,-0.06197369517360779,-0.1678327731610496,0.3151304390489908,0.0006519014488593,1,0.0028011204481792,334.0,185.0,334.0,
Business,1657683,2.4,-0.06107553470044086,-0.1654004385627499,0.31572327250471005,0.0006609738368006,1,0.0028011204481792,332.0,336.0,332.0,
Business,1655739,1.8,-0.049619233727356105,-0.13437529544203974,0.32328503757736593,0.000707919145698,1,0.0028011204481792,308.0,390.5,308.0,
Chemistry,1647094,44.7,1.0468691874982032,3.119848064055147,1.0,0.5,220,0.9361702127659576,1.0,9.0,1.0,4.0
Chemistry,1647092,50.5,0.9579348660782065,2.854808674393379,0.9405683260509873,0.2954349460986262,215,0.9148936170212766,2.0,6.0,2.0,2.0
Chemistry,1647100,14.4,0.6160266471913007,1.835864084641866,0.7120831084103062,0.0208656384850013,204,0.8680851063829788,6.0,39.0,6.0,11.0
Chemistry,1647108,9.4,0.5535593724980168,1.6497009915391019,0.670338429384511,0.0120692542233636,198,0.8425531914893617,7.0,63.0,7.0,12.5
Chemistry,1647152,16.1,0.4717435229689222,1.405875857691793,0.6156637794244416,0.0056516484530759,162,0.6893617021276596,11.0,32.0,11.0,9.0
Chemistry,1647127,,0.34335523079660946,1.023256931120488,0.5298664067406061,0.0018232292727209,124,0.5276595744680851,17.0,,17.0,
Chemistry,1649368,51.4,0.19821316426513255,0.5907089101367596,0.43287307686914106,0.0005013233168005,108,0.4595744680851064,41.0,5.0,41.0,1.0
Chemistry,1647173,4.3,-0.04534742945555792,-0.13514304526900842,0.2701101124509824,5.277547396520709e-05,106,0.451063829787234,248.0,168.0,248.0,18.5
Chemistry,1647101,4.0,0.14440323433891483,0.43034617550661114,0.3969137963626715,0.0003112350471132,95,0.4042553191489361,60.0,187.0,60.0,20.0
Chemistry,1647113,3.1,-0.11615933945177982,-0.346174569505306,0.22278900762433637,2.6380021545216377e-05,80,0.3404255319148936,338.0,258.5,338.0,25.0
Chemistry,1647164,2.9,-0.013339423618688425,-0.03975374903509424,0.2914999351457693,7.085732863900189e-05,78,0.3319148936170212,207.0,272.5,207.0,27.0
Chemistry,1647607,45.5,0.48362684693726465,1.441290182346598,0.6236049861963664,0.0061745938870262,73,0.3106382978723404,8.0,8.0,8.0,3.0
Chemistry,1647118,8.1,0.2440852150277573,0.7274154160451302,0.4635277523731235,0.0006623549970523,73,0.3106382978723404,29.0,75.5,29.0,14.0
Chemistry,1647139,3.3,0.0008516706598030903,0.0025381232831478305,0.30098334351581807,8.385098934578007e-05,62,0.2638297872340425,191.0,239.5,191.0,24.0
Chemistry,1647283,3.9,-0.022526660251815992,-0.06713327530845566,0.28536042855984856,6.644521966159714e-05,56,0.2382978723404255,219.0,194.0,219.0,21.0
Chemistry,1647122,6.7,0.08977006273548069,0.2675300407921111,0.36040437244519513,0.0001912854527179,54,0.2297872340425532,90.0,91.0,90.0,15.0
Chemistry,1647172,4.3,0.04127604467246826,0.1230096268006502,0.3279975285633184,0.0001198624668608,54,0.2297872340425532,137.0,168.0,137.0,18.5
Chemistry,1650004,16.4,0.22454111948367847,0.669170690366825,0.4504671218374878,0.0006235223740265,50,0.2127659574468085,32.0,31.0,32.0,8.0
Chemistry,1647355,4.9,0.05700088801391994,0.16987233194305626,0.33850588739989146,0.0001390889104121,50,0.2127659574468085,118.0,133.5,118.0,16.0
Chemistry,1649970,40.4,-0.1821393420936646,-0.5428061887819896,0.17869689625994029,1.5348338154125567e-05,43,0.1829787234042553,388.0,12.0,388.0,5.0
Chemistry,1647243,14.7,0.4762913486617989,1.4194291510287467,0.6187029311202145,0.0054986947291558,43,0.1829787234042553,10.0,36.5,10.0,10.0
Chemistry,1647177,2.8,-0.1626401766105637,-0.4846953623199702,0.19172750161865984,1.488713828375434e-05,42,0.1787234042553191,376.0,280.5,376.0,29.5
Chemistry,1647264,2.8,-0.022323931698579796,-0.06652910977192462,0.2854959049100777,6.484254755601743e-05,40,0.1702127659574468,218.0,280.5,218.0,29.5
Chemistry,1647373,4.7,-0.09835462123009008,-0.29311348380487173,0.2346872735717233,3.2606341829157644e-05,37,0.1574468085106383,326.0,144.5,326.0,17.0
Chemistry,1647261,2.9,0.01690627692812257,0.05038357798134538,0.3117120712992405,9.70479224037004e-05,32,0.1361702127659574,172.0,272.5,172.0,27.0
Chemistry,1647346,2.7,0.1552249331928323,0.4625966769277738,0.4041455564704831,0.000347325446988,32,0.1361702127659574,52.0,289.5,52.0,31.0
Chemistry,1647235,16.6,0.05940653759202692,0.17704157645677449,0.3401134982646154,0.0001297070965007,32,0.1361702127659574,115.0,29.0,115.0,7.0
Chemistry,1647807,9.4,-0.011226315070924048,-0.03345632650073162,0.2929120511458062,6.672352292393746e-05,31,0.1319148936170212,204.0,63.0,204.0,12.5
Chemistry,1647096,2.9,-0.11523419097781253,-0.34341746985050753,0.22340725175755005,2.703873526341554e-05,28,0.1191489361702127,337.0,272.5,337.0,27.0
Chemistry,1647140,2.5,-0.2920337165330517,-0.8703100979997415,0.10525835727712825,4.810757650718054e-06,27,0.1148936170212766,418.0,309.5,418.0,32.5
Chemistry,1647245,,-0.07167558567730237,-0.21360542452276007,0.2525159331592791,3.361527036287191e-05,27,0.1148936170212766,287.0,,287.0,
Chemistry,1647121,3.5,-0.1633596287424857,-0.4868394519232961,0.1912467171043846,1.762614560823019e-05,27,0.1148936170212766,378.0,226.5,378.0,23.0
Chemistry,1647135,1.5,-0.3664848738369885,-1.092187197598445,0.0555052716813199,2.835517368267239e-06,27,0.1148936170212766,426.0,357.5,426.0,35.0
Chemistry,1647206,2.1,-0.2928325314424256,-0.8726907021652957,0.10472453741454317,5.466446606780883e-06,26,0.1106382978723404,419.0,337.0,419.0,34.0
Chemistry,1647231,,0.12620138691129637,0.3761015772918222,0.38475014295737703,0.0002617118636059,26,0.1106382978723404,68.0,,68.0,
Chemistry,1647459,27.4,0.2880030420173806,0.8582980030458296,0.4928764889747114,0.0010718675975982,24,0.102127659574468,24.0,19.0,24.0,6.0
Chemistry,1647211,2.5,-0.07744522976030752,-0.23079994427519263,0.2486602832766691,3.835466727273954e-05,24,0.102127659574468,297.0,309.5,297.0,32.5
Chemistry,1647105,3.8,0.053082979762253006,0.15819629961726028,0.3358876873387972,0.000135456165643,24,0.102127659574468,123.0,204.5,123.0,22.0
Chemistry,1647159,3.2,0.054302777673039454,0.1618315046609775,0.33670283531046935,0.0001244994118473,23,0.0978723404255319,121.0,248.0,121.0,
Chemistry,1647112,2.7,-0.22484382715876847,-0.6700728106750566,0.1501589933218394,1.0798489612505418e-05,22,0.0936170212765957,403.0,289.5,403.0,
Chemistry,1647237,3.3,0.09114789606956182,0.27163621825082157,0.36132512992284516,0.0001865138435284,22,0.0936170212765957,89.0,239.5,89.0,
Chemistry,1647196,3.0,-0.24753151709536578,-0.7376859818065243,0.1349976093989733,7.703577750258966e-06,20,0.0851063829787234,412.0,266.0,412.0,
Chemistry,1647431,3.5,-0.026875762027676914,-0.08009433760528802,0.2824540770569976,6.869209220616783e-05,19,0.0808510638297872,226.0,226.5,226.0,
Chemistry,1647123,4.4,-0.14583556090904995,-0.43461475206832073,0.20295743428429844,1.866452603135838e-05,19,0.0808510638297872,362.0,159.5,362.0,
Chemistry,1647456,3.2,-0.23382917892181151,-0.6968506857310387,0.14415439928241958,9.234915802981176e-06,19,0.0808510638297872,406.0,248.0,406.0,
Chemistry,1648510,7.6,0.2809872293978487,0.8373896893040444,0.4881880685602545,0.0011720392514242,17,0.0723404255319148,26.0,82.5,26.0,
Chemistry,1647233,3.7,-0.09676564619323004,-0.28837806819442013,0.23574912961105607,2.503972282222578e-05,16,0.0680851063829787,324.0,214.0,324.0,
Chemistry,1647497,2.5,0.05817583738418126,0.17337388071528895,0.33929106467189424,0.000139164216227,15,0.0638297872340425,117.0,309.5,117.0,
Chemistry,1647646,7.2,0.10281425075152187,0.3064039375645169,0.3691213437642642,0.0002084265666783,15,0.0638297872340425,79.0,86.5,79.0,
Chemistry,1653470,19.2,0.686715558951079,2.0465290532335487,0.7593220178486263,0.0335129455771611,15,0.0638297872340425,3.0,27.0,3.0,
Chemistry,1647872,9.6,0.3511613324094706,1.0465204403492803,0.5350829494483139,0.001867430573797,14,0.0595744680851063,16.0,60.5,16.0,
Chemistry,1647262,8.3,0.15940758152777665,0.4750616796866997,0.40694067300273673,0.0003238338215938,13,0.0553191489361702,50.0,70.5,50.0,
Chemistry,1647289,2.1,-0.35054718789710704,-1.0446901853462398,0.06615586572821869,3.6406912017259143e-06,13,0.0553191489361702,422.0,337.0,422.0,
Chemistry,1647542,7.4,0.04557541074918904,0.13582246826289326,0.3308706434505666,0.0001394153568064,13,0.0553191489361702,134.0,85.0,134.0,
Chemistry,1647908,15.8,0.33448651886960845,0.9968266625954969,0.5239397589945232,0.0017474132601249,12,0.051063829787234,18.0,33.5,18.0,
Chemistry,1647185,10.8,0.07310101036508217,0.2178534323022744,0.3492650319779974,0.0001726439426993,12,0.051063829787234,103.0,54.0,103.0,
Chemistry,1647334,4.4,-0.20299155750171569,-0.6049493339322816,0.16476209530280136,1.2572161826300963e-05,12,0.051063829787234,396.0,159.5,396.0,
Chemistry,1651363,37.2,0.6616298190525609,1.9717692857359337,0.7425581016168075,0.0278914326688329,11,0.0468085106382978,4.0,14.0,4.0,
Chemistry,1647390,6.8,0.09671953449370857,0.288240647494489,0.36504845959915644,0.0002158885833945,11,0.0468085106382978,84.0,90.0,84.0,
Chemistry,1647210,1.3,-0.013713917978124596,-0.04086980586075997,0.2912496737583726,6.750173642137655e-05,11,0.0468085106382978,210.0,361.0,210.0,
Chemistry,1647258,5.1,0.2823083842207549,0.8413269551685706,0.48907094978560633,0.0012026225706457,11,0.0468085106382978,25.0,127.0,25.0,
Chemistry,1648921,11.3,0.19734342376442404,0.5881169356572639,0.4322918599324958,0.000487703527366,11,0.0468085106382978,42.0,52.0,42.0,
Chemistry,1647299,4.2,-0.4495436763947912,-1.3397165426754238,0.0,1.368678676372874e-06,11,0.0468085106382978,428.0,175.0,428.0,
Chemistry,1647522,,-0.08058484015804253,-0.24015651674693497,0.24656219225280074,4.014726919369413e-05,10,0.0425531914893617,304.0,,304.0,
Chemistry,1648474,4.8,0.00013020913939810604,0.00038804536070478733,0.3005012161980082,8.068318972152006e-05,10,0.0425531914893617,192.0,138.5,192.0,
Chemistry,1647203,2.6,-0.19089117938610017,-0.5688881510364929,0.17284835171477567,1.119624184034255e-05,9,0.0382978723404255,391.0,299.0,391.0,
Chemistry,1647171,3.9,-0.14952370032059809,-0.44560603420795647,0.2004927806445581,1.921486859906376e-05,9,0.0382978723404255,367.0,194.0,367.0,
Chemistry,1647273,4.6,0.227019474556813,0.6765566096099331,0.4521233192232059,0.0007038319557875,8,0.0340425531914893,30.0,150.0,30.0,
Chemistry,1651961,3.5,0.13378067430125867,0.3986891415958218,0.3898151137103311,0.0002850858649521,8,0.0340425531914893,65.0,226.5,65.0,
Chemistry,1647300,5.7,0.14386715228040076,0.4287485598805111,0.3965555516085336,0.0002960360722152,8,0.0340425531914893,61.0,107.0,61.0,
Chemistry,1647464,2.5,-0.09900001420334929,-0.2950368645311585,0.23425598018416166,3.425810956765734e-05,8,0.0340425531914893,327.0,309.5,327.0,
Chemistry,1649508,14.5,0.10805568120809107,0.32202429095545587,0.37262400708869814,0.0002847868030433,8,0.0340425531914893,74.0,38.0,74.0,
Chemistry,1654270,45.9,-0.09942548883813881,-0.2963048512400088,0.23397165047472396,2.323308440002266e-05,7,0.0297872340425531,328.0,7.0,328.0,
Chemistry,1647398,3.8,0.06503207141857469,0.19380662315757052,0.34387284433967696,0.0001292859937345,7,0.0297872340425531,108.0,204.5,108.0,
Chemistry,1647905,2.0,-0.22478303154295842,-0.6698916294094763,0.15019962089012417,8.653539009371531e-06,7,0.0297872340425531,402.0,341.5,402.0,
Chemistry,1647144,,0.07138982225380663,0.21275380096346752,0.3481215052464617,0.0001556265987086,7,0.0297872340425531,104.0,,104.0,
Chemistry,1647495,2.6,-0.1824978021178431,-0.5438744605640133,0.17845735005392468,1.2734951439989567e-05,7,0.0297872340425531,390.0,299.0,390.0,
Chemistry,1647310,3.6,-0.10803593898079261,-0.32196545576348273,0.22821758998084843,2.8081967612290376e-05,7,0.0297872340425531,331.0,219.0,331.0,
Chemistry,1650189,3.1,0.1024035832408744,0.30518007860165475,0.36884690913425233,0.0002194010728108,6,0.025531914893617,81.0,258.5,81.0,
Chemistry,1647209,2.7,-0.13946544959475618,-0.4156307379345116,0.20721435526379442,2.3296672613426217e-05,6,0.025531914893617,358.0,289.5,358.0,
Chemistry,1647799,2.9,-0.14133430717612078,-0.4212002510855758,0.20596546357991605,2.35909116208055e-05,6,0.025531914893617,359.0,272.5,359.0,
Chemistry,1647901,1.6,-0.0428809577607669,-0.12779254051260225,0.27175836859359154,4.971963602037689e-05,6,0.025531914893617,244.0,353.5,244.0,
Chemistry,1649457,3.8,0.1037709479528229,0.30925505778756873,0.3697606708005289,0.0001914343444703,6,0.025531914893617,78.0,204.5,78.0,
Chemistry,1649927,20.3,-0.17145300773215988,-0.5109590965495192,0.18583819704621107,1.8494158008362548e-05,6,0.025531914893617,383.0,24.0,383.0,
Chemistry,1652828,12.9,0.40930335806204166,1.2197935563590394,0.5739372169138526,0.0029007579569745,6,0.025531914893617,13.0,43.0,13.0,
Chemistry,1647125,96.2,0.6281640523665796,1.872035614467135,0.7201941087018319,0.0189625855750628,6,0.025531914893617,5.0,2.0,5.0,
Chemistry,1649258,11.7,0.4783244652787273,1.42548818401689,0.6200615913308993,0.0086031684026335,6,0.025531914893617,9.0,50.0,9.0,
Chemistry,1647119,,-0.24428279721621018,-0.7280042445401302,0.13716861444547088,9.499401526284024e-06,6,0.025531914893617,411.0,,411.0,
Chemistry,1649772,5.7,0.0342912393072807,0.10219371994560217,0.3233298292045891,0.0001068850822388,6,0.025531914893617,151.0,107.0,151.0,
Chemistry,1680828,8.5,0.04617281064788629,0.13760282147194267,0.3312698647571405,8.882497862537952e-05,6,0.025531914893617,131.0,68.5,131.0,
Chemistry,1647110,12.5,-0.02741702252851669,-0.08170738586944605,0.28209237173228413,6.852168012029545e-05,6,0.025531914893617,228.0,45.5,228.0,
Chemistry,1647470,5.6,0.0113190590801418,0.03373271940737757,0.3079783304428265,8.552334750699105e-05,6,0.025531914893617,179.0,111.5,179.0,
Chemistry,1664607,2.6,0.45272917699817333,1.3492098757577153,0.6029571618661815,0.0054048730435842,6,0.025531914893617,12.0,299.0,12.0,
Chemistry,1648009,2.2,-0.2570663065752975,-0.7661012746199729,0.12862584548942863,7.989619176231728e-06,5,0.0212765957446808,413.0,328.5,413.0,
Chemistry,1647968,3.3,-0.15876139508579573,-0.4731359342887951,0.19431955466655806,2.0551528891730525e-05,5,0.0212765957446808,372.0,239.5,372.0,
Chemistry,1647238,,-0.2419754783432598,-0.721128042236254,0.1387105143640186,9.790577397089543e-06,5,0.0212765957446808,409.0,,409.0,
Chemistry,1647176,3.8,0.17926908909680483,0.534252347134399,0.4202134188125779,0.0003920658462269,5,0.0212765957446808,46.0,204.5,46.0,
Chemistry,1652156,3.6,0.31386850353580664,0.9353814734620347,0.5101614656964001,0.0013470418985105,5,0.0212765957446808,20.0,219.0,20.0,
Chemistry,1647248,4.0,-0.10854837378968406,-0.32349259856753737,0.22787514785056742,2.974063041514963e-05,5,0.0212765957446808,332.0,187.0,332.0,
Chemistry,1647358,4.1,-0.13544417627561164,-0.4036466601437119,0.20990163055804914,2.637328029429251e-05,5,0.0212765957446808,354.0,180.5,354.0,
Chemistry,1654390,2.2,0.011856637231617739,0.03533479364472199,0.3083375749831851,9.354355315305875e-05,5,0.0212765957446808,177.0,328.5,177.0,
Chemistry,1647785,2.5,-0.07880541956068388,-0.23485354100545175,0.24775131635103217,3.674594451375118e-05,5,0.0212765957446808,299.0,309.5,299.0,
Chemistry,1647563,3.8,-0.04830986208563435,-0.1439715978868622,0.26813042308746704,5.298938153582296e-05,5,0.0212765957446808,252.0,204.5,252.0,
Chemistry,1650339,3.7,0.050959575874272994,0.1518681952196581,0.33446869132558743,0.0001445804201447,5,0.0212765957446808,127.0,214.0,127.0,
Chemistry,1647780,2.4,-0.36037802304997724,-1.0739877445694928,0.05958626492480488,3.339929932704894e-06,5,0.0212765957446808,425.0,317.0,425.0,
Chemistry,1647103,21.0,0.07860529310423824,0.23425713015950808,0.3529433502228943,0.0001665676598036,5,0.0212765957446808,96.0,23.0,96.0,
