field,venue_db_id,jif,unscaled_rank,scaled_rank,normed_rank,prob_upset_top,n_selected,frac_selected,ordinal_porc,ordinal_jif,subset_ordinal_porc,subset_ordinal_jif
Biology,1647366,3.9,-0.03680790560018959,-0.11276586290652095,0.30480928556245446,4.235641151215163e-05,28,0.0542635658914728,481.0,310.0,481.0,
Biology,1647238,,-0.4557060954005645,-1.3961155964098464,0.03064743510488389,5.799389931623134e-07,28,0.0542635658914728,870.0,,870.0,
Biology,1647180,2.7,-0.1948887142261012,-0.5970672243393135,0.2013480434994069,8.974486397458271e-06,28,0.0542635658914728,787.0,504.5,787.0,
Biology,1647396,6.5,0.2471496259176272,0.7571754050977988,0.49065473485739647,0.0006384878670603,27,0.0523255813953488,64.0,157.0,64.0,
Biology,1647091,98.4,0.5052815251266759,1.5479964497447274,0.6595977402759807,0.0076019725314001,26,0.0503875968992248,17.0,1.0,17.0,
Biology,1647380,13.3,0.22915652542310327,0.7020511737528268,0.47887855189179673,0.0004838826464537,25,0.0484496124031007,75.0,73.0,75.0,
Biology,1651393,6.2,0.24914922833830433,0.7633014502709983,0.4919634411568759,0.0005901410852236,24,0.0465116279069767,61.0,162.5,61.0,
Biology,1649422,5.4,0.04216345833426579,0.12917330352428785,0.356494720822383,8.540865414965993e-05,24,0.0465116279069767,282.0,197.0,282.0,
Biology,1649354,2.3,-0.1261270006528912,-0.38640666543008495,0.2463514335662117,1.5151680937218611e-05,23,0.0445736434108527,699.0,580.0,699.0,
Biology,1647389,3.7,0.013400340558952168,0.041053706852685175,0.3376697418985854,6.808899590212962e-05,23,0.0445736434108527,343.0,340.5,343.0,
Biology,1647621,12.6,0.0004338007501020849,0.0013290056882374122,0.3291833587282017,5.566087553445876e-05,23,0.0445736434108527,373.0,77.0,373.0,
Biology,1648926,10.0,0.317160276891433,0.9716622481000207,0.5364755335384905,0.0012582367812747,23,0.0445736434108527,43.0,100.0,43.0,
Biology,1669296,,0.3722849713615613,1.1405440042885695,0.5725537229645196,0.0019527087685698,22,0.0426356589147286,32.0,,32.0,
Biology,1649258,11.7,0.5265507827591296,1.6131576196400446,0.6735181132266281,0.0088844446841655,22,0.0426356589147286,14.0,83.0,14.0,
Biology,1648955,3.1,0.1082191957250228,0.3315437482788758,0.39972709479138857,0.0001843983409593,21,0.0406976744186046,181.0,435.0,181.0,
Biology,1650828,1.9,-0.026824977843713363,-0.08218184992245423,0.31134294460739814,4.6375786690231535e-05,21,0.0406976744186046,449.0,651.5,449.0,
Biology,1647118,8.1,0.026328870951563162,0.08066196116825948,0.346131248542537,8.05565003273873e-05,20,0.0387596899224806,314.0,125.0,314.0,
